cmd_vx,cmd_vyaw
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.315,0.0
0.315,0.0
0.315,0.0
0.315,0.0
0.315,0.0
0.315,0.0
0.315,0.0
0.315,0.0
0.315,0.0
0.315,0.0
0.315,0.0
0.315,0.0
0.315,0.0
0.315,0.0
0.315,0.0
0.315,0.0
0.315,0.0
0.315,0.0
0.315,0.0
0.315,0.0
0.315,0.0
0.315,0.0
0.315,0.0
0.315,0.0
0.315,0.0
0.315,0.0
0.315,0.0
0.315,0.0
0.315,0.0
0.315,0.0
0.315,0.0
0.315,0.0
0.315,0.0
0.315,0.0
0.315,0.0
0.315,0.0
0.315,0.0
0.315,0.0
0.315,0.0
0.315,0.0
0.315,0.0
0.315,0.0
0.315,0.0
0.315,0.0
0.315,0.0
0.315,0.0
0.315,0.0
0.315,0.0
0.315,0.0
0.315,0.0
0.315,0.0
0.315,0.0
0.315,0.0
0.315,0.0
0.315,0.0
0.315,0.0
0.315,0.0
0.315,0.0
0.315,0.0
0.315,0.0
0.315,0.0
0.315,0.0
0.315,0.0
0.315,0.0
0.315,0.0
0.315,0.0
0.315,0.0
0.315,0.0
0.315,0.0
0.315,0.0
0.315,0.0
0.315,0.0
0.315,0.0
0.315,0.0
0.315,0.0
0.315,0.0
0.315,0.0
0.315,0.0
0.315,0.0
0.315,0.0
0.315,0.0
0.315,0.0
0.315,0.0
0.315,0.0
0.315,0.0
0.315,0.0
0.315,0.0
0.315,0.0
0.315,0.0
0.315,0.0
0.315,0.0
0.315,0.0
0.315,0.0
0.315,0.0
0.315,0.0
0.315,0.0
0.315,0.0
0.315,0.0
0.315,0.0
0.315,0.0
0.315,0.0
0.315,0.0
0.315,0.0
0.315,0.0
0.315,0.0
0.315,0.0
0.315,0.0
0.315,0.0
0.315,0.0
0.315,0.0
0.315,0.0
0.315,0.0
0.315,0.0
0.315,0.0
0.315,0.0
0.315,0.0
0.315,0.0
0.315,0.0
0.315,0.0
0.315,0.0
0.32999999999999996,0.0
0.32999999999999996,0.0
0.32999999999999996,0.0
0.32999999999999996,0.0
0.32999999999999996,0.0
0.32999999999999996,0.0
0.32999999999999996,0.0
0.32999999999999996,0.0
0.32999999999999996,0.0
0.32999999999999996,0.0
0.32999999999999996,0.0
0.32999999999999996,0.0
0.32999999999999996,0.0
0.32999999999999996,0.0
0.32999999999999996,0.0
0.32999999999999996,0.0
0.32999999999999996,0.0
0.32999999999999996,0.0
0.32999999999999996,0.0
0.32999999999999996,0.0
0.32999999999999996,0.0
0.32999999999999996,0.0
0.32999999999999996,0.0
0.32999999999999996,0.0
0.32999999999999996,0.0
0.32999999999999996,0.0
0.32999999999999996,0.0
0.32999999999999996,0.0
0.32999999999999996,0.0
0.32999999999999996,0.0
0.32999999999999996,0.0
0.32999999999999996,0.0
0.32999999999999996,0.0
0.32999999999999996,0.0
0.32999999999999996,0.0
0.32999999999999996,0.0
0.32999999999999996,0.0
0.32999999999999996,0.0
0.32999999999999996,0.0
0.32999999999999996,0.0
0.32999999999999996,0.0
0.32999999999999996,0.0
0.32999999999999996,0.0
0.32999999999999996,0.0
0.32999999999999996,0.0
0.32999999999999996,0.0
0.32999999999999996,0.0
0.32999999999999996,0.0
0.32999999999999996,0.0
0.32999999999999996,0.0
0.32999999999999996,0.0
0.32999999999999996,0.0
0.32999999999999996,0.0
0.32999999999999996,0.0
0.32999999999999996,0.0
0.32999999999999996,0.0
0.32999999999999996,0.0
0.32999999999999996,0.0
0.32999999999999996,0.0
0.32999999999999996,0.0
0.32999999999999996,0.0
0.32999999999999996,0.0
0.32999999999999996,0.0
0.32999999999999996,0.0
0.32999999999999996,0.0
0.32999999999999996,0.0
0.32999999999999996,0.0
0.32999999999999996,0.0
0.32999999999999996,0.0
0.32999999999999996,0.0
0.32999999999999996,0.0
0.32999999999999996,0.0
0.32999999999999996,0.0
0.32999999999999996,0.0
0.32999999999999996,0.0
0.32999999999999996,0.0
0.32999999999999996,0.0
0.32999999999999996,0.0
0.32999999999999996,0.0
0.32999999999999996,0.0
0.32999999999999996,0.0
0.32999999999999996,0.0
0.32999999999999996,0.0
0.32999999999999996,0.0
0.32999999999999996,0.0
0.32999999999999996,0.0
0.32999999999999996,0.0
0.32999999999999996,0.0
0.32999999999999996,0.0
0.32999999999999996,0.0
0.32999999999999996,0.0
0.32999999999999996,0.0
0.32999999999999996,0.0
0.32999999999999996,0.0
0.32999999999999996,0.0
0.32999999999999996,0.0
0.32999999999999996,0.0
0.32999999999999996,0.0
0.32999999999999996,0.0
0.32999999999999996,0.0
0.32999999999999996,0.0
0.32999999999999996,0.0
0.32999999999999996,0.0
0.32999999999999996,0.0
0.32999999999999996,0.0
0.32999999999999996,0.0
0.32999999999999996,0.0
0.32999999999999996,0.0
0.32999999999999996,0.0
0.32999999999999996,0.0
0.32999999999999996,0.0
0.32999999999999996,0.0
0.32999999999999996,0.0
0.32999999999999996,0.0
0.32999999999999996,0.0
0.32999999999999996,0.0
0.32999999999999996,0.0
0.32999999999999996,0.0
0.32999999999999996,0.0
0.32999999999999996,0.0
0.345,0.0
0.345,0.0
0.345,0.0
0.345,0.0
0.345,0.0
0.345,0.0
0.345,0.0
0.345,0.0
0.345,0.0
0.345,0.0
0.345,0.0
0.345,0.0
0.345,0.0
0.345,0.0
0.345,0.0
0.345,0.0
0.345,0.0
0.345,0.0
0.345,0.0
0.345,0.0
0.345,0.0
0.345,0.0
0.345,0.0
0.345,0.0
0.345,0.0
0.345,0.0
0.345,0.0
0.345,0.0
0.345,0.0
0.345,0.0
0.345,0.0
0.345,0.0
0.345,0.0
0.345,0.0
0.345,0.0
0.345,0.0
0.345,0.0
0.345,0.0
0.345,0.0
0.345,0.0
0.345,0.0
0.345,0.0
0.345,0.0
0.345,0.0
0.345,0.0
0.345,0.0
0.345,0.0
0.345,0.0
0.345,0.0
0.345,0.0
0.345,0.0
0.345,0.0
0.345,0.0
0.345,0.0
0.345,0.0
0.345,0.0
0.345,0.0
0.345,0.0
0.345,0.0
0.345,0.0
0.345,0.0
0.345,0.0
0.345,0.0
0.345,0.0
0.345,0.0
0.345,0.0
0.345,0.0
0.345,0.0
0.345,0.0
0.345,0.0
0.345,0.0
0.345,0.0
0.345,0.0
0.345,0.0
0.345,0.0
0.345,0.0
0.345,0.0
0.345,0.0
0.345,0.0
0.345,0.0
0.345,0.0
0.345,0.0
0.345,0.0
0.345,0.0
0.345,0.0
0.345,0.0
0.345,0.0
0.345,0.0
0.345,0.0
0.345,0.0
0.345,0.0
0.345,0.0
0.345,0.0
0.345,0.0
0.345,0.0
0.345,0.0
0.345,0.0
0.345,0.0
0.345,0.0
0.345,0.0
0.345,0.0
0.345,0.0
0.345,0.0
0.345,0.0
0.345,0.0
0.345,0.0
0.345,0.0
0.345,0.0
0.345,0.0
0.345,0.0
0.345,0.0
0.345,0.0
0.345,0.0
0.345,0.0
0.345,0.0
0.345,0.0
0.345,0.0
0.345,0.0
0.345,0.0
0.345,0.0
0.36,0.0
0.36,0.0
0.36,0.0
0.36,0.0
0.36,0.0
0.36,0.0
0.36,0.0
0.36,0.0
0.36,0.0
0.36,0.0
0.36,0.0
0.36,0.0
0.36,0.0
0.36,0.0
0.36,0.0
0.36,0.0
0.36,0.0
0.36,0.0
0.36,0.0
0.36,0.0
0.36,0.0
0.36,0.0
0.36,0.0
0.36,0.0
0.36,0.0
0.36,0.0
0.36,0.0
0.36,0.0
0.36,0.0
0.36,0.0
0.36,0.0
0.36,0.0
0.36,0.0
0.36,0.0
0.36,0.0
0.36,0.0
0.36,0.0
0.36,0.0
0.36,0.0
0.36,0.0
0.36,0.0
0.36,0.0
0.36,0.0
0.36,0.0
0.36,0.0
0.36,0.0
0.36,0.0
0.36,0.0
0.36,0.0
0.36,0.0
0.36,0.0
0.36,0.0
0.36,0.0
0.36,0.0
0.36,0.0
0.36,0.0
0.36,0.0
0.36,0.0
0.36,0.0
0.36,0.0
0.36,0.0
0.36,0.0
0.36,0.0
0.36,0.0
0.36,0.0
0.36,0.0
0.36,0.0
0.36,0.0
0.36,0.0
0.36,0.0
0.36,0.0
0.36,0.0
0.36,0.0
0.36,0.0
0.36,0.0
0.36,0.0
0.36,0.0
0.36,0.0
0.36,0.0
0.36,0.0
0.36,0.0
0.36,0.0
0.36,0.0
0.36,0.0
0.36,0.0
0.36,0.0
0.36,0.0
0.36,0.0
0.36,0.0
0.36,0.0
0.36,0.0
0.36,0.0
0.36,0.0
0.36,0.0
0.36,0.0
0.36,0.0
0.36,0.0
0.36,0.0
0.36,0.0
0.36,0.0
0.36,0.0
0.36,0.0
0.36,0.0
0.36,0.0
0.36,0.0
0.36,0.0
0.36,0.0
0.36,0.0
0.36,0.0
0.36,0.0
0.36,0.0
0.36,0.0
0.36,0.0
0.36,0.0
0.36,0.0
0.36,0.0
0.36,0.0
0.36,0.0
0.36,0.0
0.36,0.0
0.375,0.0
0.375,0.0
0.375,0.0
0.375,0.0
0.375,0.0
0.375,0.0
0.375,0.0
0.375,0.0
0.375,0.0
0.375,0.0
0.375,0.0
0.375,0.0
0.375,0.0
0.375,0.0
0.375,0.0
0.375,0.0
0.375,0.0
0.375,0.0
0.375,0.0
0.375,0.0
0.375,0.0
0.375,0.0
0.375,0.0
0.375,0.0
0.375,0.0
0.375,0.0
0.375,0.0
0.375,0.0
0.375,0.0
0.375,0.0
0.375,0.0
0.375,0.0
0.375,0.0
0.375,0.0
0.375,0.0
0.375,0.0
0.375,0.0
0.375,0.0
0.375,0.0
0.375,0.0
0.375,0.0
0.375,0.0
0.375,0.0
0.375,0.0
0.375,0.0
0.375,0.0
0.375,0.0
0.375,0.0
0.375,0.0
0.375,0.0
0.375,0.0
0.375,0.0
0.375,0.0
0.375,0.0
0.375,0.0
0.375,0.0
0.375,0.0
0.375,0.0
0.375,0.0
0.375,0.0
0.375,0.0
0.375,0.0
0.375,0.0
0.375,0.0
0.375,0.0
0.375,0.0
0.375,0.0
0.375,0.0
0.375,0.0
0.375,0.0
0.375,0.0
0.375,0.0
0.375,0.0
0.375,0.0
0.375,0.0
0.375,0.0
0.375,0.0
0.375,0.0
0.375,0.0
0.375,0.0
0.375,0.0
0.375,0.0
0.375,0.0
0.375,0.0
0.375,0.0
0.375,0.0
0.375,0.0
0.375,0.0
0.375,0.0
0.375,0.0
0.375,0.0
0.375,0.0
0.375,0.0
0.375,0.0
0.375,0.0
0.375,0.0
0.375,0.0
0.375,0.0
0.375,0.0
0.375,0.0
0.375,0.0
0.375,0.0
0.375,0.0
0.375,0.0
0.375,0.0
0.375,0.0
0.375,0.0
0.375,0.0
0.375,0.0
0.375,0.0
0.375,0.0
0.375,0.0
0.375,0.0
0.375,0.0
0.375,0.0
0.375,0.0
0.375,0.0
0.375,0.0
0.375,0.0
0.375,0.0
0.39,0.0
0.39,0.0
0.39,0.0
0.39,0.0
0.39,0.0
0.39,0.0
0.39,0.0
0.39,0.0
0.39,0.0
0.39,0.0
0.39,0.0
0.39,0.0
0.39,0.0
0.39,0.0
0.39,0.0
0.39,0.0
0.39,0.0
0.39,0.0
0.39,0.0
0.39,0.0
0.39,0.0
0.39,0.0
0.39,0.0
0.39,0.0
0.39,0.0
0.39,0.0
0.39,0.0
0.39,0.0
0.39,0.0
0.39,0.0
0.39,0.0
0.39,0.0
0.39,0.0
0.39,0.0
0.39,0.0
0.39,0.0
0.39,0.0
0.39,0.0
0.39,0.0
0.39,0.0
0.39,0.0
0.39,0.0
0.39,0.0
0.39,0.0
0.39,0.0
0.39,0.0
0.39,0.0
0.39,0.0
0.39,0.0
0.39,0.0
0.39,0.0
0.39,0.0
0.39,0.0
0.39,0.0
0.39,0.0
0.39,0.0
0.39,0.0
0.39,0.0
0.39,0.0
0.39,0.0
0.39,0.0
0.39,0.0
0.39,0.0
0.39,0.0
0.39,0.0
0.39,0.0
0.39,0.0
0.39,0.0
0.39,0.0
0.39,0.0
0.39,0.0
0.39,0.0
0.39,0.0
0.39,0.0
0.39,0.0
0.39,0.0
0.39,0.0
0.39,0.0
0.39,0.0
0.39,0.0
0.39,0.0
0.39,0.0
0.39,0.0
0.39,0.0
0.39,0.0
0.39,0.0
0.39,0.0
0.39,0.0
0.39,0.0
0.39,0.0
0.39,0.0
0.39,0.0
0.39,0.0
0.39,0.0
0.39,0.0
0.39,0.0
0.39,0.0
0.39,0.0
0.39,0.0
0.39,0.0
0.39,0.0
0.39,0.0
0.39,0.0
0.39,0.0
0.39,0.0
0.39,0.0
0.39,0.0
0.39,0.0
0.39,0.0
0.39,0.0
0.39,0.0
0.39,0.0
0.39,0.0
0.39,0.0
0.39,0.0
0.39,0.0
0.39,0.0
0.39,0.0
0.39,0.0
0.39,0.0
0.40499999999999997,0.0
0.40499999999999997,0.0
0.40499999999999997,0.0
0.40499999999999997,0.0
0.40499999999999997,0.0
0.40499999999999997,0.0
0.40499999999999997,0.0
0.40499999999999997,0.0
0.40499999999999997,0.0
0.40499999999999997,0.0
0.40499999999999997,0.0
0.40499999999999997,0.0
0.40499999999999997,0.0
0.40499999999999997,0.0
0.40499999999999997,0.0
0.40499999999999997,0.0
0.40499999999999997,0.0
0.40499999999999997,0.0
0.40499999999999997,0.0
0.40499999999999997,0.0
0.40499999999999997,0.0
0.40499999999999997,0.0
0.40499999999999997,0.0
0.40499999999999997,0.0
0.40499999999999997,0.0
0.40499999999999997,0.0
0.40499999999999997,0.0
0.40499999999999997,0.0
0.40499999999999997,0.0
0.40499999999999997,0.0
0.40499999999999997,0.0
0.40499999999999997,0.0
0.40499999999999997,0.0
0.40499999999999997,0.0
0.40499999999999997,0.0
0.40499999999999997,0.0
0.40499999999999997,0.0
0.40499999999999997,0.0
0.40499999999999997,0.0
0.40499999999999997,0.0
0.40499999999999997,0.0
0.40499999999999997,0.0
0.40499999999999997,0.0
0.40499999999999997,0.0
0.40499999999999997,0.0
0.40499999999999997,0.0
0.40499999999999997,0.0
0.40499999999999997,0.0
0.40499999999999997,0.0
0.40499999999999997,0.0
0.40499999999999997,0.0
0.40499999999999997,0.0
0.40499999999999997,0.0
0.40499999999999997,0.0
0.40499999999999997,0.0
0.40499999999999997,0.0
0.40499999999999997,0.0
